"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1072709,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1063763,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1031104,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1020677,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1032608,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1078092,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1114420,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",1162492,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",1203859,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",1245513,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",1117989,,
"ESP","Spain","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",1206842,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",203119,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",209619,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",215345,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",227659,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",237851,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",253353,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",269274,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",289607,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",307871,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",333736,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",356857,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",385827,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",422204,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",459823,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",494355,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",493815,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",490976,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",510092,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",473465,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",468113,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",474881,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",473208,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",480265,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",503364,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",526652,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",580771,,
"ESP","Spain","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",610864,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",1906773,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",1956434,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",2047269,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",2152905,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",2264494,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",2408151,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",2503731,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",2598336,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",2703551,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",2830194,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",2931085,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",3121668,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",3320278,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",3412253,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",3341167,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",3573581,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",3727905,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",3743086,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",3822671,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",3992730,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",4260470,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",4415031,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",4625094,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",4828306,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",5049619,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",5038538,,
"SWE","Sweden","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",5462040,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",1201894,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",1192831,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",1202548,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",1214548,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",1268790,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",1277555,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",1315012,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",1393151,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",1454124,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",1484735,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",1532881,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",1595140,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",1637781,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",1706926,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",1750325,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",1802629,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",1856123,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",1908794,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",1974766,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",2024415,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",2102084,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",2194797,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",2277147,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",2406967,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",2481177,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",2623563,,
"SWE","Sweden","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",2698821,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",417228.34,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",420368.5,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",427826.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",439954.88,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",447465.78,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",471540.03,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",483636.91,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",482077.19,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",487606.53,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",502265.69,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",520848.31,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",553721.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",589085.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",614407.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",603039.06,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",624545.13,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",635738.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",643645.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",654611.69,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",665618.38,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",668006.38,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",677848.31,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",684558.44,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",709521.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",716878.56,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",694661.75,,
"CHE","Switzerland","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",731661.69,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",139134.16,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",142779.5,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",145285.56,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",148204.95,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",153655.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",157017.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",157677.45,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",168988.48,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",166795.38,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",170413.38,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",173183.48,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",173815.36,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",178278.8,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",189263.11,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",197131.47,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",202123.41,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",205752.13,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",210401.91,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",220141.7,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",221424.98,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",224542.08,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",228245.14,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",230740.27,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",234072.16,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",238417.8,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",267116.22,,
"CHE","Switzerland","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",266814.09,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",10693.502,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",20349.949,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",39724.102,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",71944.703,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",107374.26,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",171494.2,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",247266.2,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",362109.66,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",472171.78,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",582852.81,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",680275.88,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",795757.13,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",887714.44,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1002756.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1006372.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1167664.5,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1404927.6,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1581479.3,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1823427.4,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",2054897.9,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",2350941.3,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",2626559.8,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",3133704.3,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",3758773.8,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",4311733,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",5048220,,
"TUR","Türkiye","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",7248789,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",67698,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",108890,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",148513,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",181446,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",201431,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",218452,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",270783,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",296892,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",342853,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",379574.03,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",412300.06,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",468157,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",525251.81,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",594264.88,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",656257.19,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",746114.56,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",889067.94,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",1064251.5,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",1303661.1,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",1540010,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",1715200,,
"TUR","Türkiye","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",2261460,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",853077,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",911258,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",953952,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",999326,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1044150,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1101143,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1145323,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1191515,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1259675,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1323420,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",1399643,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",1472837,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",1545792,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1594737,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1551882,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1612381,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",1664211,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",1713241,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",1782296,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",1862827,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",1920998,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",1999461,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",2085008,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",2157410,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",2238348,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",2109594,,
"GBR","United Kingdom","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",2270246,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",326617,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",334646,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",342133,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",354565,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",365896,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",387823,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",415351,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",448607,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",489328,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",530162,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",576918,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",601622,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",635055,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",706655,,
