"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",732360,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",760093,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",759517,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",779782,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",779734,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",802426,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",811937,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",827976,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",856509,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",880419,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",913281,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",1101598,,
"GBR","United Kingdom","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",1103132,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",7639749,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",8073122,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",8577552,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",9062817,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",9631172,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",10250952,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",10581929,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",10929108,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",11456450,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",12217196,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",13039197,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",13815583,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",14474228,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",14769862,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",14478067,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",15048970,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",15599731,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",16253970,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",16843196,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",17550688,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",18206024,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",18695106,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",19477336,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",20533058,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",21380976,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",21060474,,
"USA","United States","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",23315080,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",2888481,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",2997027.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",3085212.8,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",3182809.8,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",3337215,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",3516022.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",3768842.8,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",4015593,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",4268405,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",4503250,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",4817585,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",5065365.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",5408531.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",5860288.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",6253857,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",6472653.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",6535058.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",6515363.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",6547530,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",6721129,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",6910907,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",7161100,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",7412759,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",7794634.5,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",8221634,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",9962874,,
"USA","United States","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",10477246,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",258031.75,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",272149.75,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",292859,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",298948.25,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",283523,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",284203.75,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",268696.75,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",312580,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",375909.5,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",485115.19,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",582538.19,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",715904.25,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",896980.19,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",1149646.1,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",1247929.3,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",1661720.9,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",2179024,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",2637913.8,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",3348308.5,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",4579086.5,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",5954511,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",8228159.5,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",10660228,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",14744811,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",21802256,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",27481440,,
"ARG","Argentina","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",46687236,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1995","1995",65957,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",69032,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",73954,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",77312,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",80743,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",80225,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",79409,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",76373,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",92573,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2004","2004",111720,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2005","2005",142288,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2006","2006",190550,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2007","2007",265063,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2008","2008",353658,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2009","2009",430841,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2010","2010",554318,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2011","2011",760521,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2012","2012",971317,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2013","2013",1259060,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2014","2014",1779110,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2015","2015",2463160,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2016","2016",3416500,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2017","2017",4383640,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2018","2018",5742990,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2019","2019",8220030,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2020","2020",11558520,,
"ARG","Argentina","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2021","2021",17509340,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1995","1995",705991.56,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1996","1996",854763.63,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1997","1997",952089.19,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1998","1998",1002351,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","1999","1999",1087710.5,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2000","2000",1199092.1,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2001","2001",1315755.5,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2002","2002",1488787.3,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2003","2003",1717950.4,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2004","2004",1957751.3,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2005","2005",2170584.5,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2006","2006",2409450,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2007","2007",2720263,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2008","2008",3109803,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2009","2009",3333039.3,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2010","2010",3885847,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2011","2011",4376382,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2012","2012",4814760,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2013","2013",5331619,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2014","2014",5778953,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2015","2015",5995787,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2016","2016",6269328,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2017","2017",6585479,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2018","2018",7004141,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2019","2019",7389131,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2020","2020",7609597,,
"BRA","Brazil","GDP","Gross Domestic Product (mln)","LOCAL_CUR","Local currency","2021","2021",8679490,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1996","1996",326941,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1997","1997",367515,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1998","1998",409966,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","1999","1999",430610,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2000","2000",413470,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2001","2001",476740,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2002","2002",579382,,
"BRA","Brazil","T_PUB_EXP","Total Government Expenditure (mln)","LOCAL_CUR","Local currency","2003","2003",704224,,
